CVE_DOC,CVE_CLPV,STATUS,CVE_VEND,FECHAELAB,FECHA_DOC,FECHA_ENT,FECHA_VEN,FECHA_CANCELA,CAN_TOT,DES_TOT,DES_FIN
F38074,1053,E,1.0,23:19.1,04/05/2022,29/04/2022 00:00,02/08/2022,,11581.88,0.0,0.0
F38085,1053,E,1.0,35:57.3,05/05/2022,29/04/2022 00:00,03/08/2022,,13065.0,0.0,0.0
F38092,1757,E,2.0,48:25.9,05/05/2022,26/04/2022 00:00,05/05/2022,,1067.3,0.0,0.0
F38098,1982,C,2.0,55:53.8,06/05/2022,28/04/2022 00:00,06/05/2022,06/05/2022,1350.0,0.0,0.0
F38100,1982,E,2.0,11:44.4,06/05/2022,28/04/2022 00:00,06/05/2022,,1350.0,0.0,0.0
F38115,1453,E,1.0,09:17.3,09/05/2022,10/05/2022 00:00,08/06/2022,,8700.0,0.0,0.0
F38190,1784,E,2.0,53:22.4,19/05/2022,19/05/2022 00:00,03/06/2022,,462.0,0.0,0.0
F38191,1130,E,2.0,17:51.0,19/05/2022,18/05/2022 00:00,27/05/2022,,564.1,0.0,0.0
F38202,1130,E,2.0,52:45.2,20/05/2022,20/05/2022 00:00,28/05/2022,,394.88,0.0,0.0
F38204,1266,E,1.0,35:15.5,20/05/2022,17/05/2022 00:00,04/07/2022,,9064.0,0.0,0.0
F38205,1289,E,1.0,39:49.8,20/05/2022,17/05/2022 00:00,19/06/2022,,1877.06,0.0,0.0
F38259,1111,E,2.0,34:21.3,30/05/2022,30/05/2022 00:00,14/06/2022,,189.66,0.0,0.0
F38267,1130,E,2.0,01:10.4,31/05/2022,31/05/2022 00:00,08/06/2022,,517.2413,0.0,0.0
F38279,1016,E,1.0,34:27.3,31/05/2022,19/05/2022 00:00,30/06/2022,,1680.0,0.0,0.0
F38301,1429,E,1.0,26:22.4,02/06/2022,02/06/2022 00:00,01/08/2022,,23625.0,0.0,0.0
F38341,1284,E,2.0,41:11.6,09/06/2022,09/06/2022 00:00,09/07/2022,,1108.8,0.0,0.0
F38343,1459,E,2.0,34:50.8,09/06/2022,03/06/2022 00:00,09/07/2022,,9364.5,0.0,0.0
F38353,1130,E,2.0,03:40.3,10/06/2022,09/06/2022 00:00,18/06/2022,,1128.2,0.0,0.0
F38360,1429,E,1.0,40:37.2,10/06/2022,13/06/2022 00:00,09/08/2022,,9450.0,0.0,0.0
F38390,1266,E,2.0,05:54.8,16/06/2022,13/06/2022 00:00,31/07/2022,,5045.0,0.0,0.0
F38400,1852,E,2.0,33:28.2,17/06/2022,16/06/2022 00:00,17/07/2022,,5110.8486,0.0,0.0
F38411,1965,E,2.0,34:07.0,17/06/2022,09/06/2022 00:00,17/07/2022,,6100.0,915.0,0.0
F38423,1429,E,1.0,37:50.9,21/06/2022,20/06/2022 00:00,20/08/2022,,7560.0,0.0,0.0
F38425,1130,E,2.0,06:45.7,21/06/2022,22/06/2022 00:00,29/06/2022,,564.1,0.0,0.0
F38439,1284,E,2.0,05:02.8,22/06/2022,27/04/2022 00:00,22/07/2022,,9895.0,0.0,0.0
F38442,1965,E,2.0,10:27.1,23/06/2022,23/06/2022 00:00,23/07/2022,,3450.0,517.5,0.0
F38458,1401,E,1.0,55:59.6,24/06/2022,20/06/2022 00:00,24/06/2022,,3750.0,0.0,0.0
F38459,1016,E,3.0,59:07.7,24/06/2022,15/06/2022 00:00,24/06/2022,,1125.0,0.0,0.0
F38479,1965,E,2.0,13:01.1,29/06/2022,29/06/2022 00:00,29/07/2022,,4725.0,708.75,0.0
F38482,1757,E,2.0,06:09.9,29/06/2022,29/06/2022 00:00,29/06/2022,,1067.3,0.0,0.0
F38484,1339,E,1.0,36:23.5,29/06/2022,29/06/2022 00:00,29/07/2022,,61054.4,0.0,0.0
F38487,1284,E,2.0,53:14.2,30/06/2022,01/07/2022 00:00,30/07/2022,,10590.3,0.0,0.0
F38489,1784,E,2.0,40:13.1,30/06/2022,30/06/2022 00:00,15/07/2022,,2008.0,0.0,0.0
F38518,1852,C,1.0,35:36.7,04/07/2022,04/07/2022 00:00,03/08/2022,04/07/2022,5110.8486,0.0,0.0
F38519,1852,E,2.0,11:03.8,04/07/2022,04/07/2022 00:00,03/08/2022,,5110.8486,0.0,0.0
F38552,1198,E,1.0,17:45.8,08/07/2022,08/07/2022 00:00,23/07/2022,,1703.7504,0.0,0.0
F38554,1198,E,1.0,26:37.9,08/07/2022,08/07/2022 00:00,23/07/2022,,851.7993,0.0,0.0
F38556,1965,E,1.0,15:20.0,08/07/2022,08/07/2022 00:00,07/08/2022,,7258.68,909.83,0.0
F38559,1784,E,2.0,06:22.1,11/07/2022,11/07/2022 00:00,26/07/2022,,430.0,0.0,0.0
F38577,1289,E,1.0,45:19.6,12/07/2022,13/07/2022 00:00,11/08/2022,,4692.65,0.0,0.0
F38584,1967,E,2.0,07:29.3,12/07/2022,11/07/2022 00:00,12/07/2022,,485.34,0.0,0.0
F38601,1784,E,2.0,36:05.7,15/07/2022,15/07/2022 00:00,30/07/2022,,3014.0,0.0,0.0
F38614,1233,E,2.0,09:18.7,18/07/2022,18/07/2022 00:00,18/07/2022,,3212.0,0.0,0.0
F38623,1965,E,2.0,16:17.4,20/07/2022,19/07/2022 00:00,19/08/2022,,235.3,35.3,0.0
F38641,1401,E,1.0,14:43.3,21/07/2022,13/07/2022 00:00,21/07/2022,,6366.48,0.0,0.0
F38769,1686,E,2.0,49:54.2,09/08/2022,09/08/2022 00:00,09/08/2022,,1750.0,0.0,0.0
F38773,1784,E,2.0,26:43.0,09/08/2022,05/08/2022 00:00,24/08/2022,,853.0,0.0,0.0
F38803,1181,E,2.0,21:15.4,11/08/2022,11/08/2022 00:00,11/08/2022,,370.52,0.0,0.0
F38806,1016,E,1.0,08:21.9,12/08/2022,09/08/2022 00:00,12/08/2022,,3678.0,0.0,0.0
F38808,1965,E,2.0,05:12.1,12/08/2022,10/08/2022 00:00,11/09/2022,,235.3,35.3,0.0
F38809,1925,E,2.0,26:34.9,12/08/2022,10/08/2022 00:00,11/09/2022,,5682.62,0.0,0.0
F38812,1585,E,2.0,29:11.2,12/08/2022,12/08/2022 00:00,12/08/2022,,275.86,0.0,0.0
F38844,1967,E,1.0,30:43.8,17/08/2022,17/08/2022 00:00,17/08/2022,,1941.36,0.0,0.0
F38880,1053,E,1.0,53:34.6,23/08/2022,23/08/2022 00:00,21/11/2022,,13065.0,0.0,0.0
F38881,1289,E,1.0,01:30.8,23/08/2022,23/08/2022 00:00,22/09/2022,,5973.0,0.0,0.0
F38903,1965,E,2.0,51:30.9,25/08/2022,25/08/2022 00:00,24/09/2022,,732.7,109.91,0.0
F38904,1965,E,2.0,57:29.6,25/08/2022,02/08/2022 00:00,24/09/2022,,1662.5,249.38,0.0
F38931,1965,C,2.0,09:28.9,29/08/2022,29/08/2022 00:00,28/09/2022,30/08/2022,732.7,109.91,0.0
F38939,1965,E,2.0,58:54.9,29/08/2022,29/08/2022 00:00,28/09/2022,,732.7,109.91,0.0
F38984,1459,E,2.0,10:59.8,05/09/2022,05/09/2022 00:00,05/10/2022,,17582.0,0.0,0.0
F38985,1284,E,2.0,53:13.7,05/09/2022,05/09/2022 00:00,05/10/2022,,8356.4643,0.0,0.0
F38991,1284,E,2.0,18:40.0,06/09/2022,27/04/2022 00:00,06/10/2022,,9895.0,0.0,0.0
F39003,1913,E,2.0,55:21.5,07/09/2022,07/09/2022 00:00,07/10/2022,,462.0,0.0,0.0
F39031,1429,C,1.0,55:01.7,12/09/2022,12/09/2022 00:00,11/11/2022,26/09/2022,6804.0,0.0,0.0
F39057,1793,E,2.0,44:41.7,14/09/2022,14/09/2022 00:00,14/09/2022,,1133.555,0.0,0.0
F39095,1852,E,1.0,40:53.4,20/09/2022,23/09/2022 00:00,20/10/2022,,17590.8546,0.0,0.0
F39098,1429,E,1.0,01:21.9,20/09/2022,20/09/2022 00:00,19/11/2022,,28350.0,0.0,0.0
F39100,1020,E,2.0,26:11.8,21/09/2022,21/09/2022 00:00,21/10/2022,,144.0,0.0,0.0
F39111,1198,E,2.0,41:10.9,22/09/2022,15/09/2022 00:00,07/10/2022,,2213.8,0.0,0.0
F39132,1965,E,2.0,21:54.2,23/09/2022,23/08/2022 00:00,23/10/2022,,8655.0,1298.25,0.0
F39151,1478,E,1.0,24:47.6,26/09/2022,27/09/2022 00:00,26/10/2022,,3258.69,0.0,0.0
F39178,1020,E,2.0,01:38.7,29/09/2022,29/09/2022 00:00,29/10/2022,,970.0,0.0,0.0
F39206,1429,E,1.0,29:41.8,30/09/2022,30/09/2022 00:00,29/11/2022,,14200.0,0.0,0.0
F39207,1429,E,1.0,31:40.7,30/09/2022,30/09/2022 00:00,29/11/2022,,23625.0,0.0,0.0
F39284,1925,E,2.0,53:42.3,12/10/2022,07/10/2022 00:00,11/11/2022,,28995.0,0.0,0.0
F39327,1053,E,1.0,23:30.9,18/10/2022,14/10/2022 00:00,16/01/2023,,17372.82,0.0,0.0
F39361,1016,E,1.0,55:59.0,21/10/2022,18/10/2022 00:00,20/11/2022,,4200.0,0.0,0.0
F39394,1965,E,2.0,47:13.7,25/10/2022,25/10/2022 00:00,24/11/2022,,2684.0,402.6,0.0
F39435,1429,E,1.0,56:51.6,28/10/2022,28/10/2022 00:00,27/12/2022,,28350.0,0.0,0.0
F39448,1761,E,2.0,26:24.9,31/10/2022,21/10/2022 00:00,31/10/2022,,350.0,0.0,0.0
F39477,1852,E,1.0,43:20.9,03/11/2022,03/11/2022 00:00,03/12/2022,,17590.8546,0.0,0.0
F39483,1284,E,2.0,15:59.1,03/11/2022,01/11/2022 00:00,03/12/2022,,1737.5,0.0,0.0
F39499,1284,E,2.0,58:10.1,04/11/2022,04/11/2022 00:00,04/12/2022,,9373.7,0.0,0.0
F39514,1198,E,2.0,47:47.6,08/11/2022,08/11/2022 00:00,23/11/2022,,430.0,0.0,0.0
F39537,1852,E,1.0,25:50.8,09/11/2022,09/11/2022 00:00,09/12/2022,,17590.8546,0.0,0.0
F39584,1390,E,2.0,39:58.2,16/11/2022,15/11/2022 00:00,16/11/2022,,8196.78,0.0,0.0
F39585,1965,E,2.0,54:08.1,16/11/2022,14/11/2022 00:00,16/12/2022,,11550.0,1732.5,0.0
F39654,1053,E,1.0,14:39.0,29/11/2022,28/11/2022 00:00,27/02/2023,,13065.0,0.0,0.0
F39663,1181,E,2.0,52:24.5,30/11/2022,30/11/2022 00:00,30/11/2022,,275.88,0.0,0.0
F39701,1583,E,2.0,49:47.2,06/12/2022,06/12/2022 00:00,05/01/2023,,2423.85,0.0,0.0
F39789,1690,C,6.0,45:39.3,19/12/2022,19/12/2022 00:00,19/12/2022,21/12/2022,699.0,0.0,0.0
F39791,1459,E,2.0,11:00.0,20/12/2022,15/12/2022 00:00,19/01/2023,,14968.8,0.0,0.0
F39796,1690,C,6.0,21:38.8,20/12/2022,19/12/2022 00:00,20/12/2022,20/12/2022,76.16,0.0,0.0
F39814,1429,E,1.0,03:21.4,22/12/2022,22/12/2022 00:00,20/02/2023,,28350.0,0.0,0.0
F39866,1429,E,1.0,31:45.2,05/01/2023,05/01/2023 00:00,06/03/2023,,28350.0,0.0,0.0
F39886,1583,E,2.0,18:35.3,09/01/2023,22/12/2022 00:00,08/02/2023,,7960.5,0.0,0.0
F39935,1198,E,2.0,04:21.2,18/01/2023,17/01/2023 00:00,02/02/2023,,4427.6,0.0,0.0
F39955,1053,E,1.0,29:15.3,20/01/2023,13/01/2023 00:00,20/04/2023,,17372.82,0.0,0.0
F39973,1965,E,2.0,07:26.0,24/01/2023,23/01/2023 00:00,23/02/2023,,54970.0,8245.5,0.0
F39979,1429,E,1.0,48:28.4,24/01/2023,23/01/2023 00:00,25/03/2023,,42600.0,0.0,0.0
F40061,1757,E,2.0,59:00.6,31/01/2023,02/02/2023 00:00,31/01/2023,,6520.95,0.0,0.0
F40072,1016,E,1.0,47:15.4,02/02/2023,30/01/2023 00:00,04/03/2023,,2744.0,0.0,0.0
F40098,1459,E,2.0,22:30.8,07/02/2023,07/02/2023 00:00,09/03/2023,,17712.0,0.0,0.0
F40101,1965,E,2.0,05:28.2,08/02/2023,07/02/2023 00:00,10/03/2023,,3500.0,525.0,0.0
F40156,1459,E,2.0,08:53.6,16/02/2023,16/02/2023 00:00,18/03/2023,,16639.5,0.0,0.0
F40201,1852,E,6.0,37:17.2,22/02/2023,23/02/2023 00:00,24/03/2023,,5144.7,0.0,0.0
F40210,1289,E,1.0,14:52.6,22/02/2023,15/02/2023 00:00,24/03/2023,,4692.65,0.0,0.0
F40226,1289,E,1.0,17:10.0,24/02/2023,24/02/2023 00:00,26/03/2023,,2729.64,0.0,0.0
F40237,1757,E,2.0,18:17.6,24/02/2023,13/02/2023 00:00,24/02/2023,,10088.4,0.0,0.0
F40255,1583,E,2.0,15:45.8,28/02/2023,28/02/2023 00:00,30/03/2023,,3467.35,0.0,0.0
F40261,1786,E,2.0,15:32.5,28/02/2023,03/03/2023 00:00,28/02/2023,,4663.8,0.0,0.0
F40287,1453,E,1.0,58:23.4,01/03/2023,27/02/2023 00:00,31/03/2023,,9000.0,0.0,0.0
F40292,1082,E,6.0,00:54.8,02/03/2023,01/03/2023 00:00,02/03/2023,,3262.0,0.0,0.0
